0,1,2,CLASSIFICATION
2007.84808234,8.24413098357,14.4658839029,1
2007.57569878,-15.8228743098,11.4387893554,1
2007.97864524,18.0746739306,11.2856191966,1
2007.81224387,8.30307956792,10.5109433962,1
2007.44383359,-21.6267803026,8.64832728468,1
2007.64350708,-7.61216720441,14.5624340782,1
2007.85688719,14.2854997719,10.4621491466,1
2007.74791538,18.4424056687,-1.55157322362,1
2007.5094205,-7.86394982673,-10.4306578277,1
2007.39610418,-21.719402015,2.62615581196,1
2007.38209808,-18.9743734105,-11.5422657714,1
2007.989444,29.2991484358,12.2285461181,1
2007.47869954,-16.8401490483,0.579725369094,1
2007.43078386,-5.7301090589,-13.4429421267,1
2007.41382995,-11.7416970696,-11.4102487746,1
2007.40217195,-15.7197792563,-6.39475818358,1
2007.83623212,23.2096393394,-10.4973097209,1
2007.74494262,8.11654946036,-1.57613525414,1
2007.6913433,7.13058568172,-9.43010004698,1
2007.79013494,16.2875911953,-1.5626956277,1
2007.79458169,8.24223530033,9.46532346929,1
2007.77520298,8.02092416632,-2.52761948335,1
2007.508185,-21.8462155566,13.4572342483,1
2007.4252708,-6.73730652648,-8.60556167941,1
2007.26254042,-21.7334650785,-8.53780526205,1
2007.61906976,8.28665870473,-8.53320585573,1
2007.77039591,8.13259373781,-0.529784847065,1
2007.85075225,12.5835524164,12.774629909,1
2008.07218769,28.2924616429,7.7046040548,1
2007.28692902,-21.7670401628,-12.4394349124,1
2007.78894442,13.1041846593,-6.45848050623,1
2007.48683792,-21.7026842179,12.5544886893,1
2007.5859747,7.1932089015,-13.5689046975,1
2008.06422086,33.3483646741,14.3021155175,1
2007.69195767,17.3262142904,-7.61692967451,1
2007.60904773,-6.74561682783,6.48608644497,1
2008.00461251,31.327550886,3.45932935581,1
2007.66950538,0.231512472543,0.597626520113,1
2007.95623402,23.1787467599,1.49361226723,1
2007.86286314,18.0924155503,-4.48211921454,1
2007.86678314,13.1864456388,3.54022968403,1
2007.76704659,22.2601424025,-11.4983096507,1
2007.77915594,18.3077365631,-0.626547504451,1
2007.90350437,33.1853645179,-5.81072358624,1
2007.39577117,-14.5306961997,0.526654965796,1
2007.79583007,23.198628064,-8.64732482203,1
2007.71929546,3.34517691206,13.3251754739,1
2007.56741881,-9.68608168833,7.50010665902,1
2007.6376483,-1.79613747455,4.46024588004,1
2007.97267876,33.1700369521,-10.4513710457,1
2007.71039614,-1.77344089213,4.7005593445,1
2007.74268035,8.18781814293,0.469214605851,1
2007.56502686,0.264640101757,-1.66007375132,1
2007.67014896,3.23125105749,6.27844782967,1
2007.94252271,23.132127816,4.24145665208,1
2007.55119211,-9.87807647971,2.34343912398,1
2007.72764824,16.2562692352,-3.77182563373,1
2007.76544458,-1.76337093463,12.673257617,1
2008.10249881,37.1754576458,0.501867065501,1
2007.79769139,18.0981914476,-14.3815788899,1
2007.76113653,33.3626028874,-14.8036990361,1
2008.03816679,21.2571819644,12.5966772322,1
2007.28010161,-21.9816892282,-13.6037941503,1
2007.98443255,28.3279994279,8.37689699859,1
2007.93587871,29.2548094084,-0.626705105229,1
2007.85970802,30.3692836045,-1.76909679395,1
2007.61944676,-7.86080918654,6.40018066356,1
2007.87769683,28.0386340106,-10.7590645163,1
2007.66119049,8.1252570611,-11.5295778294,1
2007.48620001,-9.67612015483,0.54688524952,1
2007.82749338,17.2516904412,1.42538511623,1
2007.54284731,-1.71958423649,-8.43715710375,1
2007.67364382,11.2804983402,-7.53982568237,1
2007.30980337,-17.7866065339,-12.5509131491,1
2007.77360715,20.4099475275,1.27344591052,1
2007.49179364,-11.6390861953,6.4183254647,1
2007.404338,-21.6150307391,11.4583636907,1
2008.07302636,33.0287602822,5.21318621351,1
2007.35638266,-22.044156345,-13.5252316171,1
2007.60173218,3.07236375516,-7.6496568934,1
2007.56138793,-6.76420066778,-2.45776493673,1
2007.68849436,-1.91386840002,2.51374150361,1
2007.77491271,8.10265709641,4.32867278667,1
2007.52429642,-8.75251285544,-1.45676354296,1
2007.92324227,8.22428195698,9.79357536633,1
2007.86126985,18.1462463385,-1.57575597488,1
2007.80456958,3.18105456755,1.82235176752,1
2007.41976983,-21.8077051576,-0.393446181619,1
2007.67836436,10.2918688437,-6.53671609588,1
2007.41010118,-21.63117712,8.53148956231,1
2007.91948851,23.1438785247,5.28178838107,1
2007.75897703,5.12600548571,4.4101696651,1
2007.51748991,-16.970177936,0.515313791522,1
2007.31904333,-21.957083217,-14.4587608373,1
2007.94767794,18.1962384976,13.3479815713,1
2007.7382857,15.467999299,4.36814851707,1
2008.03729374,25.4510212028,13.6684032041,1
2007.81285311,15.1370882369,-10.2763848769,1
2008.21431124,33.1733551799,11.6381733097,1
2007.75780447,8.22133393509,-6.24789838933,1
2007.92139774,31.3417857338,-9.34884134117,1
2007.60658713,-21.7859945818,14.882083157,1
2008.0831004,36.2367864248,0.619948588108,1
2007.59692301,-11.7931128638,9.48669011537,1
2007.91013083,18.1636541468,7.3545261073,1
2007.52139445,-16.7029171871,10.5132341021,1
2007.83924086,26.0178823439,-12.6796602557,1
2007.50854596,-2.88221812781,-10.5938619438,1
2007.81184035,15.3262368463,12.2215512742,1
2007.34949044,-16.7074064015,-1.62958780253,1
2007.74507359,-1.88399241195,7.6269860486,1
2007.74530317,18.1770941847,-10.5975894747,1
2007.36741507,-21.697179669,4.48367593438,1
2007.86359001,30.9789172865,-14.8397171711,1
2007.95607108,28.2300545575,-8.31537361455,1
2007.8815598,26.4061815515,-4.30872789123,1
2007.53957015,-21.7657499235,7.8388017561,1
2007.98668507,22.267748292,4.64276226894,1
2007.69584673,0.14748620714,4.39208337333,1
2007.92334756,24.1362882768,-3.57473695712,1
2007.99682295,28.2994775622,7.39861730339,1
2007.77002866,11.9954413892,-10.5193544989,1
2008.01149809,33.2794352369,4.37602136479,1
2007.90993969,24.2113992116,-0.581592147193,1
2007.46172139,-16.8928220435,-4.45918645106,1
2007.35862146,-21.8707788164,-9.32446750583,1
2007.69325356,3.12033719671,-4.48052079266,1
2007.92031301,31.1177850444,-12.6056917912,1
2007.42946014,-11.6971386261,-6.4165224106,1
2007.57837731,-10.7317985733,-0.23055827773,1
2007.78014889,16.1951264188,-11.3520484843,1
2007.42035593,-16.8371044893,-14.1546432389,1
2007.59506248,-1.76521551225,-8.33728822981,1
2007.76554829,14.1565392976,0.251638487624,1
2007.44709935,-21.9102173825,5.41466887076,1
2007.66128265,-6.48518276512,11.8345850522,1
2007.73151229,12.4714170994,0.571891889548,1
2007.73430516,-1.80539793913,7.62813504686,1
2007.66443507,3.5094492803,6.6034233031,1
2007.7934243,8.34321670188,10.5825165137,1
2007.59811154,-1.75083752754,-4.36648304579,1
2008.05376068,33.2110725307,1.47529888009,1
2007.38756452,-21.5200783506,12.4123898898,1
2007.78013989,18.365715752,3.23996973719,1
2007.88432949,27.2094964835,-9.49846429249,1
2007.596243,0.304382304824,-10.2301731106,1
2007.65675836,0.176137333797,-5.23770347058,1
2007.7578876,-3.72394732736,11.8008276339,1
2007.95675953,27.5148551178,4.64246460892,1
2007.80110321,8.21028457442,10.4392472543,1
2007.72926535,7.19764188783,-6.27072474631,1
2007.76088996,19.2881169634,-13.3196607947,1
2008.14328891,33.2536288419,9.61147010085,1
2007.79025363,8.05918638171,-6.24658974201,1
2008.02468332,28.2355164666,9.41864218733,1
2007.43461211,-21.8915056874,-5.27730230874,1
2007.99250553,23.3574722563,14.5145184881,1
2007.46863792,-21.8869023978,-2.27254792427,1
2007.36873102,-21.8509064322,-8.28014318073,1
2007.6270153,2.17390366914,-3.59387721771,1
2007.85100562,30.2830077889,-13.5106413099,1
2007.67745424,8.44709402307,7.28052341748,1
2007.72412062,8.23314372869,4.27925687587,1
2007.7064133,16.439196209,1.24464446719,1
2008.12748113,37.0647143905,7.1511757159,1
2007.58816992,-16.8009857925,3.88352971842,1
2007.93283157,24.2269284275,9.20555483179,1
2007.5315499,-3.95128605722,-6.66393549304,1
2007.42361088,-21.9530358459,-0.58084072149,1
2007.41765166,-16.961461939,-9.5046403495,1
2007.68965007,11.245723058,-8.42605600284,1
2007.86781108,32.2814107568,-12.5204390099,1
2007.71482797,10.0849188829,-5.63004107881,1
2007.70901858,10.1493107925,-1.72915660518,1
2007.6046422,-1.75275621147,-6.25261277563,1
2007.63476458,-11.5800539312,14.7845686137,1
2007.47767092,-21.5906930309,6.85962300117,1
2008.10157014,28.3763276924,15.6307146662,1
2007.99955295,23.0735439556,8.28164867061,1
2007.61225085,7.43311978916,1.35396787448,1
2007.93119757,21.073035967,-0.588257726985,1
2007.60285165,-6.76902871185,7.39704055154,1
2007.60833639,0.15241554454,-13.1895466245,1
2007.35443352,-21.730307545,-13.0850529962,1
2007.63484812,-1.72571654444,10.321007782,1
2007.82049277,18.0729617254,-3.7566775149,1
2007.66508669,-2.89732770716,-0.456559263361,1
2007.96260893,18.1966326345,13.4628327834,1
2007.8436745,25.0833664605,-13.5598656167,1
2007.85771509,14.1516054946,-1.41384917686,1
2007.53970859,-1.71040983338,-10.3441227979,1
2007.69335633,8.1057646717,-12.3863518038,1
2007.96182531,25.0560475879,-1.58615001653,1
2007.65058818,-13.8136550899,15.5886158267,1
2007.53758848,-0.804371809646,-11.4611703399,1
2007.81366948,8.17324329265,4.49606085763,1
2008.00264602,29.1021900706,-1.53325575094,1
2007.86450035,23.1967643856,-5.50485922274,1
2008.03272323,28.1063690547,0.477816006982,1
2007.79952288,23.1993280327,-14.5002087213,1
2008.0886597,30.2119319108,11.4579272481,1
2007.69911737,13.3459953245,-10.3862234366,1
2008.05272044,25.1793085818,10.553157315,1
2007.54559844,-21.8040899054,9.76414350876,1
2007.33055173,-15.6364044746,-12.2613047959,1
2007.70358246,10.0657704199,-12.5121023261,1
2007.64730194,-13.8722409715,14.5850802824,1
2007.73179069,8.15085858524,-14.1949075656,1
2007.67254827,-11.7537776735,14.6710283902,1
2007.65692646,0.554949658888,6.80586128768,1
2007.45122465,-2.53067646291,-14.1781198469,1
2007.80878593,11.0905665321,3.27176004647,1
2007.52591611,-11.6788333055,11.3656696486,1
2007.61241224,2.10271050646,-6.61913901036,1
2007.60811095,-1.99558246661,-8.54815395809,1
2007.43689381,-11.6916996878,-9.3190969189,1
2007.68277357,8.16679270742,-11.4103108606,1
2007.60516087,0.183191086898,-6.3787149837,1
2007.40887893,-21.9435957179,-14.1081985108,1
2007.60359926,6.15267983146,-10.5925733812,1
2007.53390158,-10.9504572571,-2.51199059468,1
2007.82675265,8.14764448278,11.3940051053,1
2007.74924548,5.04530168592,-10.228248507,1
2007.46046014,-7.9345119066,-14.5257273021,1
2007.46323383,-21.8641817017,5.49075277019,1
2007.84025808,23.1800681164,-3.71215199873,1
2007.60695684,8.26733660541,-7.64770648607,1
2007.40248484,-18.7971143637,-1.54906856788,1
2007.57691867,4.15454086902,-11.6248873911,1
2007.99362808,26.2513228739,10.292161465,1
2007.50158065,-21.8571548575,8.51060800496,1
2007.5124828,-11.5457258329,8.53419628345,1
2007.99221993,28.2134885378,4.33281876092,1
2007.76992803,8.51990819528,10.6096578371,1
2007.75359542,16.4152319666,6.24588415232,1
2008.02045488,28.0446639614,7.19043234719,1
2007.67179253,-4.7770130362,4.7542220877,1
2007.83366789,28.0528339235,-14.8036944742,1
2007.5413148,-1.8113623251,-4.67010297667,1
2007.80770301,23.3730886221,3.20863539637,1
2007.73894857,-4.9178173165,14.3424047384,1
2007.77701989,15.2091065086,-9.41472034007,1
2007.45859494,-11.6836989677,1.37321917465,1
2008.06184354,35.3210765551,13.1537225844,1
2007.45004363,-21.7245253839,14.4102071343,1
2007.58626254,3.28346357447,0.301344275164,1
2007.75912211,15.2571678268,-8.42036462296,1
2007.79202655,1.3167295676,13.6371721087,1
2008.00898725,30.2169342935,5.40985436744,1
2007.89484083,18.1920636068,2.47013180429,1
2007.74121931,18.12007104,-7.74102122574,1
2007.53210892,-11.891497552,-1.44050064195,1
2007.9350918,23.354892124,9.39906155058,1
2007.88073494,16.3093267698,11.4272412546,1
2007.69972871,14.2973781316,-5.56225512125,1
2007.87122253,23.0238709333,-7.68847427677,1
2007.66834937,-1.81053417429,2.62659748203,1
2007.51060643,-20.6155368993,14.6409443956,1
2007.62500389,-6.63299489153,7.69776277242,1
2007.69235007,-1.83102968657,3.541574993,1
2007.58552235,3.1440385235,-10.532223761,1
2007.52235905,-2.88488844858,-11.5010765868,1
2007.72275779,7.07945255975,-1.66495577439,1
2007.6789245,-6.82289405867,13.4142535891,1
2007.46845957,-21.6236834674,4.86295175116,1
2007.9161118,22.1693730453,4.3352672289,1
2007.45937284,-9.66731904161,-3.51547168481,1
2007.87690809,23.1608734746,0.284708530581,1
2007.2445495,-21.8391748601,-14.5080374358,1
2007.95445852,28.4042446079,5.49021606781,1
2007.68351897,-0.777045142984,2.62704943819,1
2007.47914617,-21.7775169369,8.53363372192,1
2007.6656899,-1.89218781871,1.44688606651,1
2008.00218739,33.1599162542,-0.668742365774,1
2007.44069193,-21.9872133537,-3.4587980398,1
2007.3362238,-16.8011468253,-9.49118170522,1
2007.2566931,-21.5811540632,-11.2784164029,1
2007.76598925,23.306747164,-12.4809307276,1
2007.51259411,-12.7885296805,-1.32057474943,1
2007.363515,-21.9754770819,-14.2742248305,1
2007.73256978,18.159183596,-10.6421785078,1
2007.70587456,7.19301438039,0.403608602703,1
2007.8793111,27.3601613724,-1.57314771936,1
2007.69733888,6.1736267323,-5.47062347758,1
2007.93317953,18.1574291131,9.35240603506,1
2007.83611451,18.004335963,-4.64789134164,1
2007.95960365,23.4949975852,13.6259253748,1
2007.3421043,-21.6946191758,-6.27783581698,1
2007.75057845,8.22254188556,-0.411171284771,1
2007.81403741,23.3114611095,-6.4827027577,1
2007.83382447,20.2509178191,-4.46950671914,1
2007.9697999,28.4105229475,10.3536069431,1
2008.10588942,30.0951903475,1.67482358662,1
2007.78685792,8.30873644229,0.771501889764,1
2007.69913319,13.2460937335,-3.73741598034,1
2008.07687606,36.3406723017,13.1506325011,1
2007.54770587,-9.99060819915,-3.63093828841,1
2007.9915624,27.1865855532,8.1955076924,1
2007.58134119,5.06650250874,-11.7042550445,1
2007.49366893,-12.5715885249,11.375864286,1
2007.8889696,21.3021317333,10.2220816962,1
2007.90931013,33.0190400567,-14.7783474426,1
2007.90679606,34.1095032168,-11.7872226354,1
2007.39718063,-21.6495015085,8.46247534869,1
2007.67620802,1.29702730097,12.3083166947,1
2007.94995564,24.1820264045,9.20936553077,1
2007.46802171,-6.80676554468,-4.65316371787,1
2008.08470914,37.2336243629,11.1446608656,1
2008.03612834,37.1719934488,-8.49137898856,1
2007.77374687,8.03556157642,1.32932823333,1
2007.75092662,4.1566671105,3.50835029601,1
2007.85997139,8.20984285013,12.4894514202,1
2007.9035599,20.241474465,9.26925933016,1
2007.52699139,-8.90151606284,-12.2861595859,1
2007.77531607,18.1572087045,-13.4080801112,1
2007.7488865,8.1029950811,-9.35926260363,1
2008.04672778,26.1177745386,3.55296115079,1
2007.81221011,11.1639032075,-0.383913944309,1
2007.39054297,-16.7207242078,-10.2529385291,1
2007.54881097,-11.9235011822,2.42129795618,1
2007.2536052,-21.6533135093,-6.53668441156,1
2007.54432526,-6.55961258189,1.69662071136,1
2007.58159095,-6.52478811836,7.69833286814,1
2007.84731221,24.06943724,-6.71680152833,1
2007.87263981,20.3801025058,4.52933158679,1
2007.89492782,13.0964158616,4.56325396311,1
2007.66364988,-0.453628805599,11.6239653488,1
2007.76555544,-1.8221106724,9.6322488923,1
2007.9833609,24.1980894423,-0.369650701997,1
2007.55939194,-11.7017107394,1.79358245847,1
2007.94657791,16.1694081331,6.66153524625,1
2008.10949468,32.1410978317,5.58814352929,1
2007.69810625,8.2442087643,-8.27587200292,1
2007.87540922,16.1713381074,-1.31014456854,1
2007.81356449,8.36877613698,8.7216592993,1
2007.93732137,23.304593022,2.65336924638,1
2007.56528448,-15.7541884615,3.83207540273,1
2007.63446353,-6.59559173363,7.79110734333,1
2008.0581289,28.2134410333,8.51405558302,1
2007.93495506,15.1559545096,9.5743405726,1
2007.51119841,-14.7889130067,8.44817617893,1
2007.72658596,8.22499728605,2.3317811489,1
2007.84911488,23.2655615627,1.21635000268,1
2007.93953099,18.1368872913,14.2305766846,1
2007.38589929,-21.8685281921,1.41259286385,1
2007.86461409,13.3788631821,5.72786815265,1
2007.85463944,17.0527779858,-4.4534763606,1
2007.59038612,1.19048962932,-4.61715250766,1
2008.03477054,33.3254962955,12.1692185734,1
2008.14456376,33.2823321163,12.4956029429,1
2007.56711725,-6.92519381725,-8.32423151708,1
2007.62649039,6.22027637503,-7.5891643331,1
2007.50584821,-10.8485849159,-2.53895911664,1
2007.55059351,-1.87157612369,-5.60606748669,1
2007.95868244,28.1704917612,1.2876914866,1
2007.97787855,36.3559164227,1.25073022073,1
2007.85708245,11.094714802,9.35943669586,1
2007.79204395,22.0072096415,-13.6815424537,1
2007.79927909,8.16345195142,-3.29219888124,1
2007.66179675,-18.8470422741,13.8217523235,1
2007.43201978,-6.6560175533,-14.2296094686,1
2007.95646696,33.279846309,-10.4061715267,1
2007.67940584,8.21492393507,-13.2915164679,1
2008.04356191,30.3453305554,6.60367858897,1
2007.49695446,-5.89162150377,-6.65466916432,1
2007.62964874,-6.66593402341,5.7676112555,1
2007.92542613,20.2915048501,6.53119058447,1
2007.90680774,6.18909050572,15.5922077311,1
2007.96503899,35.2521324057,-6.53666348881,1
2007.76671464,13.0097089474,-8.62059848404,1
2007.80388128,13.3649492328,9.3740870495,1
2007.78680176,15.4556644733,9.36466939891,1
2008.047959,33.3782021725,14.2811948675,1
2007.46044501,-21.7034799137,12.5260162986,1
2007.80319367,21.1878467126,-5.66043968893,1
2007.35926977,-11.5962654083,-9.39370485237,1
2007.53327704,-21.7959196197,12.6458523606,1
2007.53038832,-21.7590240912,12.6482427903,1
2007.6915597,9.01529587179,-12.4895940577,1
2007.63329486,3.32645652254,1.37553387972,1
2007.75794277,15.2682827705,-4.51351300971,1
2007.66123342,-4.92965185591,-0.42400614087,1
2007.47365071,-21.8106393004,4.64979901156,1
2008.08685731,25.2995289233,14.6438717114,1
2008.1502015,34.2948614708,11.6067191199,1
2007.3461351,-21.660662071,-9.13635728576,1
2007.38944779,-21.8632667448,-12.134060031,1
2007.84197139,18.2380966398,-4.32168040183,1
2007.61879301,-1.81580510901,-9.22604623003,1
2007.87644048,18.176595949,-6.31626365801,1
2008.14662647,33.2347926533,8.61079568671,1
2007.80466389,-5.85415004659,11.8145052479,1
2007.5709392,-7.8088712701,0.519654413836,1
2007.79755692,8.31468225802,3.72333993252,1
2007.58811663,2.29205668165,-5.52317511753,1
2007.95153764,25.4087480103,3.66949657187,1
2008.14270611,32.3096630607,13.6125145979,1
2007.9532759,31.3377290861,-6.37466131543,1
2007.5507604,-6.83025132939,-12.1994321638,1
2007.92897048,14.1781348141,3.7019428004,1
2007.75826762,1.08994331408,8.47403707477,1
2007.42250727,-16.7611899497,-0.441587545757,1
2007.82634553,18.103490159,-12.3135929614,1
2007.85639039,18.1601559857,-5.32257951858,1
2007.89535365,15.1879797942,8.41080060195,1
2007.64400475,-8.80767717187,2.80461575217,1
2007.73661768,6.2186677314,-4.26226081,1
2007.93423032,33.3099033812,-8.38960607174,1
2007.83529503,8.16943127112,10.445051211,1
2007.92320995,23.1661347653,-4.32108099854,1
2007.8014402,15.1880068257,-10.2974430743,1
2007.49549312,-15.878616581,-6.16591272539,1
2007.64061092,1.35388596136,3.47686041686,1
2007.52822179,-21.5816925477,12.8567877118,1
2007.58939279,3.14253171741,-13.4098133717,1
2008.0213798,37.3408843427,-6.37840326239,1
2007.91751839,28.3463128034,-6.34033122402,1
2007.78047225,12.2492894623,-6.26399636831,1
2007.57049107,-14.5585901005,9.82645067282,1
2007.73170673,-6.80904178526,8.81511316747,1
2007.58265096,-21.7894704541,11.8788412905,1
2007.50491191,-11.663797354,1.69686636718,1
2007.63943184,8.119635664,-12.594221156,1
2007.69404338,5.05200304017,-3.58967567179,1
2007.27044656,-21.79711761,-13.4623402824,1
2007.84107754,18.3372682783,7.35016591764,1
2007.45635906,-7.7415911912,-11.316000913,1
2007.6878551,7.27333205475,-0.597027300827,1
2007.48507101,-12.85659767,-4.50181973825,1
2007.80993719,8.31066603991,13.3952110254,1
2007.96762647,28.2621143574,4.31182259875,1
2007.78028688,-1.88558793059,10.6489600696,1
2007.45817608,-21.7730586907,6.53678994506,1
2007.75472387,14.3473079464,-0.513620647404,1
2007.95707322,19.1153038079,7.46196110971,1
2008.07343768,28.2153990352,14.41830425,1
2007.62452609,8.19019506399,-8.62367350937,1
2007.99402943,23.1530148159,9.33240093043,1
2007.60340281,-16.8353212396,8.69829813982,1
2007.96428803,18.1201306597,13.346800185,1
2007.86072958,14.2348224159,5.55526104344,1
2007.40065074,-17.7438110608,-8.29102004975,1
2008.01787344,35.3367994041,9.24583281351,1
2007.91187144,31.1526042431,-7.74961935337,1
2007.69543103,14.2202346602,-8.66919558303,1
2007.65143153,10.150310739,-7.65823669779,1
2007.59562918,5.14341780747,-10.6077896184,1
2007.31912372,-18.8740105659,-14.5168776105,1
2007.76048199,13.296788534,5.3268035796,1
2007.77917694,11.217074748,3.34134037394,1
2007.67879797,12.1598640255,-9.63617944325,1
2007.30433876,-21.8010470477,-9.48739894954,1
2007.50219237,-16.7923599218,-0.27945771169,1
2007.83210336,17.3604297851,3.56409089343,1
2007.84961414,27.1151780085,-8.68887886987,1
2007.82006636,20.351578872,2.34457814879,1
2007.88850454,18.4983387465,14.4678524152,1
2007.95980689,19.1363353612,9.46285491856,1
2007.85529077,8.22055167491,14.5086511738,1
2007.92424988,23.0210605697,-3.54984526368,1
2007.25373893,-21.7532608553,-11.4661658426,1
2007.68953728,18.4303343463,-3.64591998643,1
2007.58183896,-3.87389661385,-8.42383850437,1
2007.94276606,15.2997302195,15.4819689533,1
2007.51827567,8.38325700446,-13.601235931,1
2007.47301721,-4.82296312099,-9.54530403235,1
2007.24858601,-21.801646753,-12.5784574415,1
2007.45185999,-10.0183986025,-13.6288608931,1
2007.48158151,2.36588612882,-6.69243902928,1
2007.55546653,-21.6155404992,15.8332098876,1
2007.39161671,-21.6916874597,3.51085050137,1
2007.60313484,8.18532842912,-12.6412607937,1
2007.52366424,-6.71588748779,2.37079311614,1
2007.95820947,26.0247876212,2.22339015522,1
2007.84156414,30.4156089144,-1.81350091321,1
2007.70788734,11.0371676674,-7.72574080971,1
2007.66197595,11.2627625962,-4.72919065214,1
2007.94205429,18.098630609,-3.26850455092,1
2007.90658076,30.2767936204,-14.3218186615,1
2007.68866172,7.30358043957,-9.22050228416,1
2007.46498442,-18.8798116196,-10.1029579219,1
2007.44308748,-11.9851005226,-9.62214654726,1
2007.89501922,9.38774886219,13.7617534055,1
2007.54585561,-6.71592187354,4.35145148084,1
2007.43755544,-3.75882020671,-11.6628574508,1
2007.49955374,-14.6510597005,13.3780027147,1
2007.50413414,-21.7366940957,10.6024578158,1
2008.00704539,23.0830354976,7.3998366604,1
2007.97610683,23.1292474636,5.40176031463,1
2007.74345024,13.1316976719,-8.54999144035,1
2007.46739476,-15.8098612242,-10.1157734646,1
2007.66023258,18.2557185404,-14.6907934869,1
2007.54211429,-4.7335671872,0.458045234678,1
2007.39873642,-18.8801022544,-6.47759951954,1
2007.57524686,-1.87898359564,-10.4368804057,1
2007.68346606,11.2203160374,-8.49970051096,1
2007.72492216,16.1589717477,-12.5177504285,1
2007.36251467,-20.9216307035,-6.58526235393,1
2007.72357682,13.3791143512,6.25704637987,1
2007.52683224,-7.69688097659,4.35589176872,1
2007.69029047,3.3160961832,4.49312806518,1
2007.7894212,8.4189235185,7.69884522454,1
2007.90052204,23.3245157764,0.631542726846,1
2007.46553428,-11.6276620273,-4.21010453912,1
2007.32992683,-21.7836134633,-14.1582133282,1
2008.12856525,37.3151843842,6.56753744841,1
2007.7538196,18.3154103032,-7.52693254602,1
2007.90919698,18.0551953524,-6.33805863965,1
2007.65869005,-8.92493768643,6.59153622719,1
2007.86028787,12.2546623987,9.49597433248,1
2007.65591482,11.0262185911,-14.6326578747,1
2007.72460039,14.1536555102,-13.4133553933,1
2007.62280031,3.10744646875,-8.61643118515,1
2007.87726171,23.2576694014,4.21602437304,1
2008.06001256,34.2514598514,6.39646661546,1
2007.82424686,9.19493846522,4.55540514602,1
2007.79463099,13.2050209189,-3.45416865132,1
2008.06689767,30.3707318797,13.4602058859,1
2007.46414568,-21.7629457688,1.74342351879,1
2007.36980572,-21.529191609,0.745276140365,1
2007.79970467,8.2809803155,6.60626276678,1
2007.57156108,-6.81589104625,-6.27497467054,1
2007.64745871,-6.72152179099,6.71822499349,1
2007.7215903,13.032649833,-8.69490675457,1
2007.71958502,3.24267732721,8.34788477295,1
2007.71656836,8.29764960038,6.27787449705,1
2007.62738744,-21.8402979197,13.9049379339,1
2007.92332831,8.18115719407,10.7696378979,1
2007.72879041,8.34093478229,-1.36316024889,1
2007.94177514,23.5209815421,8.70251565484,1
2007.75028899,-6.85483315514,9.83377761218,1
2007.6403028,13.1316877567,-11.7375763452,1
2007.3652314,-22.0078187934,-6.57876392406,1
2007.59422963,-6.9756542995,-0.648519420596,1
2007.5530635,3.00914292358,-14.6904667214,1
2007.51893604,-21.8799583573,0.909468301651,1
2008.04171338,20.1655094733,12.5340635687,1
2007.81999347,11.0507942665,0.435478113745,1
2007.65906947,3.41832853211,4.60447605502,1
2007.86153292,20.1189248407,-1.60951062831,1
2007.92540454,23.3991056911,13.3011161175,1
