YEAR,MONTH,DAY_OF_MONTH,Latitude,Longitude,TIME_HOUR,TIME_MINUTE,DAY_OF_WEEK,CLASSIFICATION,NEIGHBOURHOOD
187398,4,0,6,49.29200453,-123.1308466,18,0,5,0,1
392552,10,10,20,49.28028527,-123.1274579,2,0,2,0,22
83458,1,8,0,49.27481741,-123.0685478,3,0,1,0,4
38339,0,7,28,49.2505848,-123.0436875,15,0,3,0,14
325285,8,7,9,49.27664796,-123.1171979,20,30,1,0,1
375803,9,0,24,49.30082343,-123.1302463,14,0,1,0,18
25256,0,1,17,49.2078532,-123.1262989,14,0,0,0,10
523713,14,6,4,49.25548481,-123.0487359,23,0,1,0,14
420028,11,4,17,49.25432581,-123.1198383,2,30,5,0,17
263869,6,2,20,49.26065103,-123.1176855,7,3,4,0,3
125362,2,1,12,49.23267128,-123.1414159,17,0,5,0,7
309748,7,2,15,49.23727335,-123.1555443,0,0,0,0,0
235609,5,6,20,49.27823318,-123.099862,10,37,-1,0,1
489607,13,8,20,49.28274921,-123.1176361,19,38,1,0,1
483452,13,4,16,49.20683223,-123.0429281,17,0,0,0,8
418013,11,10,2,49.26719399,-123.1137936,5,17,-1,0,11
390021,10,7,14,49.28033583,-123.0973041,16,0,2,0,19
150677,3,6,0,49.26236356,-123.1247007,6,50,4,0,3
461117,12,10,17,49.27259292,-123.1581222,2,25,1,0,9
315013,7,11,30,49.26828611,-123.164631,20,30,3,0,9
334170,8,6,17,49.2793008,-123.0921989,22,0,-1,0,19
197866,4,7,24,49.23099493,-123.0934528,11,0,4,0,20
419821,11,11,4,49.28112272,-123.1085181,22,54,3,0,1
117186,2,8,3,49.22537537,-123.1467102,10,0,5,0,7
257698,5,4,29,49.26689604,-123.1183007,17,30,3,0,3
525798,14,1,5,49.28345471,-123.1039331,22,44,-1,0,1
371653,9,10,17,49.20987135,-123.0265842,18,51,5,0,8
351427,9,9,0,49.28034808,-123.1334139,17,44,-1,0,22
254077,5,5,3,49.2707041,-123.1478759,20,0,1,0,9
432903,11,11,13,49.24443811,-123.0902157,16,57,5,0,6
77968,1,2,18,49.21550939,-123.0829736,23,0,3,0,20
51979,1,10,7,49.20754278,-123.0940441,16,0,-1,0,20
40891,0,9,8,49.23486605,-123.0631766,0,0,2,0,6
483931,13,0,8,49.28094151,-123.1071279,14,9,4,0,1
215763,4,9,2,49.28439146,-123.1172833,4,31,1,0,1
514784,14,4,11,49.26930598,-123.1026517,6,0,3,0,11
176529,3,9,25,49.26357572,-123.1411482,17,0,2,0,3
526293,14,5,17,49.27291542,-123.1407204,2,0,5,0,3
305961,7,4,18,49.28137408,-123.0987585,0,30,1,0,19
86885,1,0,21,49.23688699,-123.0776763,8,30,2,0,6
507654,13,9,25,49.28112009,-123.0507283,19,30,1,0,5
83038,1,6,21,49.26460534,-123.141861,14,0,2,0,3
319801,7,11,30,49.23452357,-123.1820946,18,0,3,0,2
413574,11,4,22,49.28445303,-123.1374812,18,0,3,0,22
100382,2,9,16,49.27569694,-123.0591478,8,0,-1,0,4
252780,5,5,4,49.28367198,-123.1201315,21,30,2,0,1
275175,6,6,12,49.22975159,-123.1281627,14,10,-1,0,13
446,0,5,1,49.28028756,-123.0660726,7,30,-1,0,4
42182,0,8,1,49.28319759,-123.1020546,23,0,0,0,1
314658,7,11,21,49.22168808,-123.0732347,22,0,1,0,21
43091,0,3,22,49.29230745,-123.1389711,20,0,1,0,22
523379,14,3,21,49.28115634,-123.126007,21,22,4,0,1
227079,5,0,22,49.28624226,-123.1151813,1,21,1,0,1
521761,14,2,27,49.27898532,-123.1128083,12,0,0,0,1
196522,4,9,4,49.28063979,-123.1188332,22,30,3,0,1
227995,5,0,1,49.26893135,-123.1373587,5,0,1,0,3
18203,0,10,28,49.28763835,-123.1403643,0,20,4,0,22
287533,6,7,3,49.26895473,-123.1507813,22,0,0,0,9
195597,4,7,3,49.28145091,-123.1042655,16,30,4,0,1
224570,5,8,2,49.27029254,-123.1046877,0,0,1,0,11
137908,2,1,6,49.27116754,-123.0695684,16,39,-1,0,4
144456,3,1,9,49.27886939,-123.0915211,17,0,3,0,19
51352,1,9,1,49.21094115,-123.0929916,11,30,4,0,20
416215,11,2,30,49.2388518,-123.0555577,16,29,-1,0,14
37624,0,7,14,49.27304696,-123.1197871,22,0,3,0,1
198134,4,9,7,49.25286325,-123.1128029,12,0,-1,0,15
489362,13,0,18,49.2641451,-123.1149446,18,18,0,0,3
501694,13,3,2,49.27896071,-123.1125807,6,0,5,0,1
259617,6,5,25,49.23727847,-123.1556833,22,30,3,0,0
426420,11,7,24,49.20956785,-123.0587384,18,0,-1,0,21
454679,12,4,12,49.2063989,-123.0448948,19,30,1,0,8
514310,14,2,21,49.28135413,-123.0743473,14,30,1,0,4
507993,13,0,0,49.28119843,-123.048219,18,0,3,0,5
421177,11,0,19,49.24337594,-123.0612913,23,50,-1,0,6
352965,9,5,4,49.26306965,-123.0307175,16,57,0,0,5
512393,13,1,8,49.24966328,-123.0487523,18,46,0,0,14
526328,14,4,21,49.27868606,-123.125777,3,0,-1,0,1
513485,14,4,10,49.28301027,-123.1396017,22,0,2,0,22
170815,3,5,3,49.23149447,-123.1820012,21,0,5,0,2
373746,9,3,3,49.25562964,-123.0933526,16,0,1,0,15
112318,2,3,7,49.28119696,-123.0437749,18,30,3,0,5
339776,8,7,22,49.2276516,-123.1547198,12,57,0,0,7
184991,3,9,4,49.23273482,-123.1719623,18,0,2,0,7
246786,5,9,28,49.20644323,-123.0606803,16,30,1,0,21
238953,5,8,3,49.2293457,-123.0905612,4,45,2,0,20
471651,12,0,22,49.27616048,-123.1275811,7,0,3,0,1
519770,14,0,26,49.26911741,-123.1026828,17,30,3,0,11
410077,11,5,8,49.24805099,-123.0838433,0,0,-1,0,6
18638,0,4,10,49.28628033,-123.1273407,16,0,5,0,22
488297,13,5,18,49.28347674,-123.1091156,13,0,5,0,1
268693,6,10,3,49.27655044,-123.1155074,23,10,1,0,1
384662,10,7,2,49.28144452,-123.1023648,7,0,4,0,1
203803,4,5,6,49.27720796,-123.120215,17,17,2,0,1
519042,14,0,22,49.28895065,-123.1234237,16,30,-1,0,1
262296,6,3,1,49.27839037,-123.1165289,16,0,2,0,1
290752,6,4,1,49.23720972,-123.0393668,23,30,4,0,14
506413,13,6,23,49.28103377,-123.1076439,23,0,5,0,1
8722,0,4,28,49.231899,-123.0401774,0,0,2,0,8
494568,13,6,27,49.28141938,-123.1199856,19,5,2,0,1
226331,5,10,15,49.27737172,-123.0771899,0,0,5,0,4
420586,11,3,1,49.26942831,-123.0697381,13,30,1,0,4
49838,0,0,12,49.25870089,-123.0670085,10,0,-1,0,6
457219,12,7,11,49.25107737,-123.1028408,16,30,1,0,15
435093,11,7,11,49.26210412,-123.094896,5,0,0,0,11
147593,3,2,29,49.23206958,-123.0317128,12,14,2,0,14
260530,6,2,0,49.27741902,-123.1095972,17,0,5,0,1
211685,4,11,28,49.27434463,-123.12847,9,0,4,0,1
408872,11,11,18,49.23422339,-123.1350458,19,30,3,0,16
419205,11,1,8,49.28365146,-123.1031051,1,44,5,0,1
10068,0,3,24,49.26476967,-123.0890217,18,0,3,0,11
179341,3,2,24,49.28664515,-123.1140115,9,0,4,0,1
198024,4,0,12,49.28441304,-123.1133248,10,46,4,0,1
326636,8,7,17,49.25342836,-123.1246823,0,0,2,0,17
129655,2,9,20,49.2248044,-123.1496173,2,0,3,0,7
502481,13,11,30,49.28298929,-123.1069031,14,4,4,0,1
379554,10,5,19,49.26408904,-123.1152382,17,40,2,0,3
435067,11,0,25,49.26262058,-123.1048361,18,30,5,0,11
368112,9,7,25,49.235744,-123.1448784,19,0,5,0,16
389738,10,11,12,49.27000381,-123.1619052,18,0,3,0,9
221541,4,4,18,49.27896688,-123.1195137,14,23,4,0,1
102098,2,8,0,49.25699962,-123.1188143,22,0,2,0,3
236047,5,0,28,49.23205855,-123.1015275,22,0,0,0,20
472858,12,8,12,49.31225697,-123.1430296,19,22,5,0,18
373280,9,3,7,49.23546544,-123.0782605,20,0,5,0,6
75033,1,11,6,49.2633197,-123.1190331,12,9,0,0,3
107938,2,9,6,49.20339025,-123.1348399,16,0,3,0,10
38203,0,4,30,49.23104603,-123.1720965,1,0,4,0,7
445406,12,5,16,49.2852506,-123.1138511,17,30,1,0,1
468332,12,6,19,49.25377309,-123.0964426,3,45,-1,0,15
198048,4,0,27,49.28129876,-123.0996249,22,30,5,0,19
413869,11,11,11,49.28122056,-123.1084591,13,25,3,0,1
514755,14,4,1,49.28119307,-123.0676887,14,28,0,0,4
266477,6,11,27,49.27093997,-123.1479296,7,0,-1,0,9
16386,0,6,10,49.27297145,-123.1199139,23,0,3,0,1
331922,8,6,26,49.26837244,-123.1704729,7,49,1,0,9
159891,3,8,14,49.28285334,-123.1136297,22,0,3,0,1
501282,13,1,9,49.26828066,-123.1644771,18,0,1,0,9
427751,11,0,11,49.28061873,-123.1043097,23,0,5,0,1
411059,11,3,14,49.28132899,-123.0961127,18,55,0,0,19
406521,10,6,8,49.2573202,-123.1380791,21,30,0,0,3
131889,2,1,16,49.22480405,-123.1048556,2,27,2,0,20
216402,4,8,29,49.28538829,-123.1118584,6,52,5,0,1
448931,12,8,2,49.28176609,-123.1154478,7,30,2,0,1
348281,8,1,18,49.22656621,-123.0960699,9,0,4,0,20
98535,1,11,20,49.27913676,-123.1044271,6,0,0,0,1
501609,13,4,26,49.2785085,-123.0689999,8,30,3,0,4
377576,9,3,10,49.26194821,-123.0443145,13,30,1,0,5
66459,1,10,17,49.2601173,-123.2063634,17,30,2,0,23
215987,4,4,19,49.28201106,-123.0439232,13,15,5,0,5
218497,4,9,6,49.2666466,-123.132013,14,37,5,0,3
58947,1,2,9,49.27626698,-123.1099044,10,30,1,0,1
296091,7,5,1,49.27164942,-123.1551315,15,24,1,0,9
415623,11,2,30,49.28785463,-123.129956,16,0,-1,0,22
423070,11,9,1,49.28121313,-123.1161914,18,0,2,0,1
265360,6,8,11,49.2794098,-123.0980201,13,30,4,0,19
398855,10,4,12,49.28203439,-123.0884573,12,51,-1,0,19
139738,2,4,18,49.2703749,-123.0452883,16,0,2,0,5
432856,11,6,21,49.28128729,-123.1198495,8,20,0,0,1
330424,8,10,0,49.29254298,-123.1336824,16,57,0,0,22
166978,3,7,13,49.263873,-123.1739404,17,50,-1,0,9
33257,0,5,9,49.28609447,-123.1170598,2,5,0,0,1
98447,1,8,18,49.28354642,-123.1164299,7,15,5,0,1
53279,1,5,5,49.21482188,-123.030012,4,0,5,0,8
375035,9,11,7,49.27608797,-123.1278373,12,32,4,0,1
32943,0,7,8,49.2564919,-123.097622,14,0,4,0,15
419679,11,0,29,49.25927729,-123.0983401,0,0,2,0,11
503095,13,3,7,49.28481996,-123.0657673,23,0,3,0,4
45541,0,0,12,49.23907046,-123.1409373,0,0,-1,0,16
144795,3,6,17,49.25928882,-123.2092761,20,45,0,0,23
222375,4,0,17,49.2404882,-123.1938344,22,0,2,0,2
467251,12,2,15,49.2706798,-123.1046735,2,15,-1,0,11
87477,1,8,6,49.26252498,-123.1344446,8,0,0,0,3
470115,12,11,29,49.28441304,-123.1133248,9,0,1,0,1
407312,10,5,4,49.28147414,-123.1038459,20,45,1,0,1
28360,0,7,23,49.27913676,-123.1044271,18,20,5,0,1
485584,13,11,0,49.27659565,-123.0489418,0,0,2,0,5
420355,11,6,15,49.2402181,-123.0776923,0,0,1,0,6
218416,4,0,2,49.2768204,-123.1225682,1,30,1,0,1
395077,10,4,7,49.28429343,-123.1327379,13,34,1,0,22
417862,11,4,7,49.31225697,-123.1430296,14,0,2,0,18
159626,3,7,12,49.23593536,-123.1331901,8,0,5,0,16
334313,8,9,6,49.25636243,-123.1273085,15,0,3,0,16
300984,7,9,1,49.28326462,-123.1170331,16,35,4,0,1
327673,8,7,1,49.26004958,-123.1530971,15,0,0,0,9
471100,12,9,23,49.21019198,-123.1302684,0,1,4,0,10
60904,1,6,19,49.24737668,-123.1392894,22,0,0,0,16
67998,1,8,23,49.22976548,-123.0729317,23,15,3,0,21
419793,11,2,20,49.28756585,-123.1381272,19,0,3,0,22
45183,0,5,12,49.28319282,-123.1399426,23,59,3,0,22
211025,4,3,9,49.28121313,-123.1161914,18,0,0,0,1
387698,10,6,10,49.23026219,-123.0465167,20,0,2,0,8
170626,3,6,11,49.2495817,-123.1029899,20,0,1,0,15
284652,6,1,20,49.26905014,-123.1516983,10,0,4,0,9
390363,10,2,19,49.26126186,-123.0616325,22,0,1,0,6
443165,12,10,12,49.28306541,-123.1134853,20,30,3,0,1
490112,13,10,6,49.27870142,-123.1217697,13,15,-1,0,1
316221,7,9,29,49.25797621,-123.1221062,23,0,4,0,3
96923,1,0,12,49.22790791,-123.1145658,17,30,0,0,13
131684,2,8,11,49.27066499,-123.1479998,21,0,-1,0,9
124300,2,11,29,49.23601624,-123.1193557,16,20,3,0,17
395804,10,0,1,49.24403889,-123.0708772,14,0,1,0,6
508885,13,1,11,49.24789836,-123.0954048,18,0,3,0,15
424280,11,9,4,49.27029306,-123.1394472,9,0,5,0,3
410560,11,3,20,49.28376741,-123.1160956,8,35,-1,0,1
80382,1,8,19,49.25166943,-123.0778926,20,0,-1,0,6
121570,2,1,3,49.25973785,-123.0948883,14,49,3,0,11
220600,4,5,24,49.28554718,-123.1263932,5,0,-1,0,22
52854,1,9,20,49.27939258,-123.1169159,18,45,2,0,1
168333,3,0,5,49.25574789,-123.1124732,20,12,3,0,15
110013,2,1,9,49.28189804,-123.1207383,14,35,2,0,1
207806,4,11,27,49.26442887,-123.1306335,20,0,3,0,3
136156,2,3,3,49.24088978,-123.0898366,8,0,-1,0,6
109060,2,2,11,49.28211977,-123.1109563,0,30,4,0,1
212148,4,7,29,49.23854362,-123.1883314,21,0,2,0,2
208445,4,5,14,49.27881935,-123.1351965,0,0,3,0,22
410263,11,8,28,49.28376741,-123.1160956,21,8,-1,0,1
353828,9,7,19,49.23106617,-123.1753385,13,59,-1,0,7
467846,12,3,12,49.28023176,-123.0545903,18,0,-1,0,5
439049,11,4,4,49.28308463,-123.1331508,0,0,-1,0,22
424026,11,10,15,49.21029077,-123.1405338,15,10,5,0,10
392083,10,9,11,49.2792724,-123.1020182,2,17,4,0,1
371977,9,7,3,49.27183085,-123.1889662,16,0,4,0,23
412536,11,0,23,49.2838952,-123.1259118,9,5,3,0,22
92669,1,8,26,49.2780348,-123.106262,20,0,-1,0,1
395689,10,10,22,49.26065916,-123.1326784,9,0,4,0,3
14339,0,11,4,49.26663378,-123.0525518,9,0,3,0,5
427718,11,1,21,49.26156844,-123.0952409,11,10,4,0,11
367015,9,0,27,49.27393844,-123.1253236,21,0,4,0,1
125934,2,5,25,49.28366492,-123.1030358,12,20,5,0,1
90506,1,9,18,49.24440115,-123.0406418,16,0,0,0,14
133649,2,6,8,49.25737736,-123.1627771,17,0,4,0,0
14435,0,6,1,49.26204866,-123.053136,8,50,1,0,5
34373,0,5,2,49.28847561,-123.0375517,19,30,0,0,5
427805,11,2,11,49.26415969,-123.1664199,18,0,1,0,9
309032,7,6,7,49.23732869,-123.0446602,1,30,2,0,14
268510,6,3,9,49.25064874,-123.0341074,17,46,3,0,14
451578,12,11,21,49.28367755,-123.122279,17,0,0,0,22
315161,7,11,6,49.24799643,-123.1790644,20,0,0,0,2
235344,5,8,0,49.27626698,-123.1099044,3,0,-1,0,1
360372,9,1,15,49.27304649,-123.0734349,22,2,2,0,4
340496,8,6,0,49.26389142,-123.1599515,10,15,3,0,9
246322,5,1,0,49.28025587,-123.0953444,13,51,3,0,19
166316,3,6,3,49.27349304,-123.1224378,18,10,0,0,1
430098,11,9,20,49.25283729,-123.1904381,8,30,0,0,2
103217,2,2,22,49.27664175,-123.0713242,11,45,1,0,4
194588,4,7,3,49.24395313,-123.0625173,17,0,4,0,6
430828,11,11,4,49.2391151,-123.0500224,15,0,3,0,14
124477,2,0,4,49.26329952,-123.1361659,10,10,1,0,3
346714,8,10,14,49.22830493,-123.1162135,12,0,0,0,13
416778,11,7,12,49.28112981,-123.0579705,23,0,1,0,4
232985,5,3,3,49.26543538,-123.1467848,19,0,3,0,9
169992,3,4,1,49.2556127,-123.0360738,15,16,0,0,14
316242,7,8,4,49.28433268,-123.1124349,10,0,5,0,1
209178,4,4,26,49.28022005,-123.0681753,20,0,5,0,4
289666,6,2,28,49.28319994,-123.1228405,14,30,5,0,1
327342,8,7,3,49.27226688,-123.0962268,18,10,2,0,19
472671,12,9,30,49.23358553,-123.1201479,11,0,4,0,13
505230,13,4,21,49.27988046,-123.1326813,4,0,5,0,22
118555,2,5,0,49.24709944,-123.0762277,15,0,1,0,6
9639,0,0,24,49.28663509,-123.02994,1,30,4,0,5
329579,8,0,28,49.26322443,-123.118339,22,7,4,0,3
235080,5,8,9,49.24815768,-123.1533301,10,55,1,0,0
107144,2,0,24,49.25863525,-123.12442,21,0,0,0,3
62079,1,7,29,49.29034506,-123.1443274,14,0,-1,0,22
430931,11,7,21,49.30082343,-123.1302463,11,0,3,0,18
105901,2,4,9,49.27844012,-123.0703659,18,30,0,0,4
125626,2,3,15,49.2610176,-123.15609,22,0,4,0,9
528402,14,0,15,49.28302165,-123.0927694,13,48,-1,0,19
180162,3,7,14,49.28488666,-123.1144025,17,36,0,0,1
484262,13,1,27,49.28997702,-123.1268993,22,0,5,0,1
144570,3,6,21,49.28532677,-123.111852,12,30,4,0,1
330339,8,7,27,49.26277072,-123.1444369,11,6,5,0,3
304431,7,1,1,49.22948504,-123.0632642,17,0,0,0,21
477351,13,4,5,49.26738162,-123.1599052,16,0,3,0,9
215006,4,0,0,49.28389119,-123.0907527,22,30,-1,0,19
492628,13,5,25,49.27486947,-123.1018784,16,5,5,0,1
331388,8,3,10,49.23336652,-123.0345094,23,45,-1,0,14
58975,1,8,12,49.26210244,-123.1162295,20,57,-1,0,3
517630,14,3,8,49.24732065,-123.1321613,19,0,5,0,16
164158,3,11,12,49.26751508,-123.1693349,19,0,1,0,9
346421,8,1,25,49.27760116,-123.1256039,21,30,4,0,1
500396,13,1,13,49.26403181,-123.1818024,13,0,5,0,9
235964,5,4,8,49.27803185,-123.1191497,23,0,3,0,1
52444,1,2,6,49.27437217,-123.1206071,17,30,5,0,1
322490,8,0,24,49.26589057,-123.0968451,23,0,0,0,11
289942,6,1,10,49.27594956,-123.1337698,17,30,1,0,1
94770,1,11,12,49.21385475,-123.1200795,11,30,-1,0,10
442130,12,8,29,49.20858535,-123.1413432,20,54,1,0,10
512455,13,10,18,49.2803648,-123.0739926,0,0,4,0,4
467758,12,9,21,49.26393579,-123.1573075,21,0,2,0,9
74969,1,8,22,49.26927724,-123.172673,21,15,2,0,9
454832,12,10,13,49.25003206,-123.1130245,21,0,4,0,15
134397,2,3,28,49.28166655,-123.105138,13,30,3,0,1
158540,3,8,24,49.23833749,-123.1602846,23,0,-1,0,0
256926,5,7,19,49.26291612,-123.1010455,17,23,1,0,11
372011,9,1,13,49.28298346,-123.1154846,16,36,0,0,1
234101,5,9,13,49.25977508,-123.1330182,20,20,0,0,3
525018,14,3,25,49.28124057,-123.0682903,21,0,1,0,4
271328,6,10,20,49.27742269,-123.0439727,19,45,4,0,5
66744,1,7,8,49.24153699,-123.0721287,21,0,-1,0,6
188905,4,9,17,49.21063397,-123.1267432,15,21,2,0,10
164047,3,2,4,49.27618661,-123.1487594,12,0,5,0,9
20976,0,6,19,49.28596616,-123.1128568,14,0,5,0,1
258991,5,2,18,49.25255288,-123.0366467,11,0,1,0,14
394116,10,7,2,49.28532677,-123.111852,16,0,4,0,1
91377,1,1,20,49.24614755,-123.0264614,22,0,4,0,14
495602,13,4,29,49.26196539,-123.0520788,7,0,-1,0,14
12250,0,7,9,49.26470102,-123.1520648,12,0,5,0,9
282195,6,11,15,49.232016,-123.0312514,8,30,1,0,8
50878,1,4,30,49.2830477,-123.119193,11,0,-1,0,1
526548,14,4,0,49.27597798,-123.1317458,23,0,-1,0,1
48972,0,5,7,49.25671357,-123.0792564,21,0,5,0,11
134278,2,10,12,49.23329341,-123.0291971,16,30,5,0,14
54981,1,4,16,49.28449746,-123.1397393,19,0,-1,0,22
47767,0,0,25,49.28202325,-123.1379385,20,30,5,0,22
280621,6,8,14,49.27713289,-123.1076777,19,0,0,0,1
4314,0,5,13,49.28867298,-123.1396976,21,0,4,0,22
360403,9,6,12,49.26507913,-123.0697403,19,30,3,0,4
91531,1,5,15,49.28528639,-123.1199165,14,15,1,0,1
366237,9,8,5,49.27116754,-123.0695684,14,3,2,0,4
167291,3,4,28,49.2434731,-123.096126,23,30,-1,0,15
425549,11,11,19,49.27232596,-123.1019171,14,30,4,0,11
145539,3,5,6,49.28121313,-123.1161914,23,25,1,0,1
488590,13,5,9,49.26226976,-123.0682098,13,12,3,0,6
218979,4,10,13,49.28239004,-123.1032324,19,33,1,0,1
115049,2,11,15,49.25139598,-123.0901328,23,0,3,0,15
437129,11,4,24,49.2881123,-123.115335,3,0,5,0,1
387487,10,11,12,49.28489013,-123.0953125,23,21,3,0,19
81845,1,3,2,49.26621804,-123.1380375,10,0,4,0,3
181335,3,5,29,49.28053929,-123.1250795,23,30,3,0,1
307629,7,0,10,49.25166358,-123.0707746,21,0,-1,0,6
67672,1,9,14,49.25762518,-123.1061169,18,30,3,0,11
127652,2,10,28,49.22921214,-123.0320654,18,30,0,0,8
422622,11,0,1,49.28609257,-123.1335039,6,38,2,0,22
56432,1,6,25,49.2690788,-123.1152901,19,0,-1,0,3
133855,2,5,9,49.26777135,-123.1358972,8,30,3,0,3
375338,9,9,7,49.25005842,-123.1212719,22,0,-1,0,17
3294,0,9,9,49.25759591,-123.1042829,23,0,3,0,11
154875,3,9,20,49.27710623,-123.1064454,17,30,4,0,1
438684,11,11,9,49.26886648,-123.1458873,4,0,1,0,9
397395,10,8,0,49.28720669,-123.1310091,21,0,5,0,22
126395,2,10,10,49.25642117,-123.0932996,16,30,3,0,15
19702,0,3,17,49.29722035,-123.1367697,18,0,3,0,18
435064,11,9,12,49.25779344,-123.0795216,17,0,-1,0,11
51942,1,6,7,49.28813464,-123.1404183,0,25,2,0,22
170377,3,0,26,49.25775247,-123.1819501,0,0,3,0,2
33739,0,9,3,49.26086708,-123.1291543,5,30,4,0,3
54388,1,2,4,49.26954226,-123.0696126,16,0,3,0,4
442722,12,10,5,49.27622167,-123.1142403,21,0,3,0,1
18804,0,11,10,49.27818611,-123.0804002,10,30,2,0,19
138115,2,1,16,49.27794803,-123.1230785,8,45,2,0,1
529490,14,4,2,49.23946044,-123.0506256,22,48,1,0,14
26271,0,5,8,49.26316892,-123.115057,1,15,-1,0,3
525159,14,5,17,49.279441,-123.0997163,18,30,5,0,19
390091,10,9,7,49.24702482,-123.1728854,18,0,0,0,2
476867,13,2,21,49.28254804,-123.1409072,1,45,0,0,22
39889,0,1,20,49.22541951,-123.0389575,22,30,3,0,8
390226,10,8,21,49.23638347,-123.2025458,5,0,5,0,12
448026,12,5,2,49.28276102,-123.1176182,16,30,1,0,1
181669,3,10,27,49.26940931,-123.0566077,7,11,0,0,4
47095,0,10,14,49.27875324,-123.1309687,11,30,4,0,22
472137,12,3,3,49.26934839,-123.0468098,12,0,4,0,5
370050,9,5,21,49.28276102,-123.1176182,17,29,3,0,1
281233,6,6,13,49.28482712,-123.0572023,9,27,0,0,4
480855,13,1,1,49.28390674,-123.1167172,15,37,0,0,1
282426,6,5,12,49.2835193,-123.1166476,14,43,4,0,1
515873,14,0,28,49.25881288,-123.0319365,18,0,5,0,14
497659,13,5,28,49.28306541,-123.1134853,19,0,1,0,1
45706,0,10,9,49.27034106,-123.1395534,23,30,-1,0,3
411105,11,2,18,49.28376741,-123.1160956,18,25,1,0,1
23287,0,11,30,49.27951992,-123.1265975,19,0,1,0,1
392360,10,6,2,49.25355271,-123.1265489,18,0,1,0,17
344391,8,2,28,49.27831221,-123.1187267,18,27,0,0,1
217014,4,6,21,49.27631959,-123.115359,5,0,5,0,1
189851,4,10,20,49.28248082,-123.1182307,13,0,1,0,1
186738,4,7,13,49.27754478,-123.0714667,0,30,0,0,4
299218,7,5,8,49.26385168,-123.2074092,3,40,1,0,23
295420,7,7,16,49.20719683,-123.0992977,21,40,0,0,20
477837,13,0,9,49.28532102,-123.1280431,17,0,5,0,22
418397,11,11,24,49.26374701,-123.1060623,12,0,2,0,11
153740,3,5,9,49.26372327,-123.0697683,15,15,4,0,4
288861,6,8,0,49.20710708,-123.0476351,23,0,0,0,8
115550,2,4,15,49.28094151,-123.1071279,18,0,-1,0,1
428111,11,2,17,49.23663057,-123.0284473,15,0,0,0,14
153427,3,7,3,49.28446226,-123.1375849,22,0,3,0,22
375925,9,10,22,49.27799555,-123.1153862,15,0,3,0,1
218217,4,1,0,49.21078092,-123.0983469,8,30,2,0,20
412831,11,6,12,49.27856914,-123.0997714,10,30,5,0,19
141741,2,7,16,49.25916866,-123.0441673,11,30,1,0,14
83133,1,10,4,49.25632825,-123.0806264,11,15,3,0,11
519070,14,1,20,49.28299724,-123.1152886,18,16,0,0,1
54200,1,6,19,49.27879746,-123.1216231,19,45,0,0,1
132754,2,8,1,49.27132333,-123.0537387,14,0,3,0,5
74655,1,4,7,49.28276102,-123.1176182,14,30,4,0,1
332169,8,1,4,49.28079732,-123.1317475,17,8,4,0,22
103205,2,7,13,49.24089163,-123.1547877,14,0,5,0,0
481784,13,7,22,49.24535898,-123.1275877,7,40,0,0,17
376363,9,11,7,49.28444319,-123.1092951,11,55,4,0,1
226519,5,4,8,49.26507144,-123.1778961,15,0,3,0,9
24183,0,1,4,49.23525395,-123.1159457,18,0,1,0,15
85613,1,6,15,49.28113057,-123.1260445,0,30,3,0,1
123393,2,10,28,49.28202691,-123.0544502,19,0,0,0,5
188531,4,2,15,49.24992815,-123.184784,13,50,3,0,2
432310,11,9,14,49.25102664,-123.168617,19,0,1,0,0
301984,7,2,2,49.26348417,-123.1313677,18,30,1,0,3
500920,13,5,9,49.2406199,-123.0607461,20,0,3,0,6
198697,4,6,8,49.24786365,-123.1094055,12,0,-1,0,15
441240,12,4,21,49.26380111,-123.1068013,12,0,3,0,11
211306,4,7,1,49.2696355,-123.1319481,10,0,2,0,3
77658,1,2,1,49.2423877,-123.0358961,23,0,0,0,14
398013,10,0,7,49.2824676,-123.1070582,12,48,0,0,1
344307,8,4,2,49.30155437,-123.1560365,2,20,0,0,18
340037,8,9,17,49.28303615,-123.0892085,3,59,0,0,19
131023,2,2,25,49.28407916,-123.1379606,7,28,4,0,22
145277,3,9,5,49.22011939,-123.0390035,16,56,3,0,8
391455,10,1,24,49.28571262,-123.1395122,16,42,-1,0,22
457216,12,2,6,49.24470876,-123.0641104,2,0,4,0,6
430617,11,4,0,49.28580837,-123.139481,13,53,2,0,22
82292,1,9,27,49.26078764,-123.1403466,17,0,2,0,3
54521,1,9,20,49.20849072,-123.1287249,20,30,2,0,10
168208,3,1,9,49.2800247,-123.1219434,19,45,3,0,1
318599,7,9,19,49.2821022,-123.0468431,17,0,1,0,5
500408,13,6,12,49.26309581,-123.1108924,19,0,1,0,11
232203,5,11,28,49.27657356,-123.0868452,22,0,-1,0,19
73739,1,2,22,49.25056564,-123.0334247,17,5,0,0,14
369994,9,11,15,49.26284733,-123.1049544,0,10,5,0,11
399835,10,5,23,49.21529631,-123.0295838,18,30,-1,0,8
497451,13,7,27,49.28208293,-123.0894324,15,50,5,0,19
134362,2,6,12,49.20580605,-123.1386188,13,0,1,0,10
235873,5,7,22,49.27610819,-123.1339697,17,30,4,0,1
510912,13,11,30,49.27249695,-123.0975407,23,8,4,0,19
311955,7,11,4,49.21786428,-123.0771134,18,0,5,0,20
306182,7,6,13,49.21291554,-123.0880324,21,47,1,0,20
51359,1,4,3,49.27493032,-123.1192256,17,0,0,0,1
